1,2,3,4,5,6,7,8,9,10,11,12,13,14,,16,17,18,19,20,21,22,23,24,25,26,27
,,,Uebersetzer/1,neudeutsche/1,,,gekämpft/1,,,,,Romain Rollands/1,,,,,heimfahren/2,bewundere/1,neu schreiben/1,,,,,,,Verbindung/1
,,,Uebersetzungen/1,nicht überlebt/1,,,gesellschaftliches/1,,,,,Roman/11,,,,,hier/1,biographische/1,schauerlich/1,,,,,,,Verbindungen/1
,,,Ullstein Franz/1,obersten Gerichtsherrn/1,,,heimlich/1,,,,,Romane/1,,,,,hinfahren/1,blass/1,schreibe/1,,,,,,,Verehrung/1
,,,Ullstein/1,preußischen/1,,,kleinzukriegen/1,,,,,Romanes/1,,,,,ich will/1,bürgerliche/1,schreiben/4,,,,,,,Vergnügen/1
,,,Unterbringung/1,schlimme/1,,,kombattante Teil/1,,,,,Romanfiguren/1,,,,,im Sommer sehen/1,dankbarst/1,schrieb/1,,,,,,,Verhalten/1
,,,Unternehmen/1,traurig/1,,,kommunistisch/1,,,,,Romans/5,,,,,im/1,druckreif/1,schrieben/1,,,,,,,Verlobungsbriefchen/1
,,,Verfügung/1,tschechisch/1,,,kommunistische/1,,,,,Roth/1,,,,,in Florenz geblieben/1,eigenwillige/1,senden/1,,,,,,,Vernuegen/1
,,,Verhandlungen/2,undeutsch/1,,,kommunistischen Antikommunisten/1,,,,,Satire/1,,,,,in/5,emfinden/1,stetig/1,,,,,,,Verständnis/1
,,,Verkauf/2,verabscheue/1,,,kommunistischen/3,,,,,Schickele Preis/2,,,,,kleinen Pension/1,empfand/1,suchten/1,,,,,,,Verübeln/1
,,,Verlag/19,verabscheut/1,,,kuschten/1,,,,,Schriftsteller/2,,,,,komme/2,empfehlenswert/1,unveröffentlichte/1,,,,,,,Vorsatz/1
,,,Verlage/3,verboten/1,,,leben/1,,,,,Shakespeare/1,,,,,kommen/5,entzückt/1,verfassten/1,,,,,,,Vorwürfe/1
,,,Verlagen/3,verdächtige/1,,,leftist/1,,,,,Stefan Zweig/1,,,,,kämen/1,erscheint/2,verwerten/1,,,,,,,Wandlung/2
,,,Verlages/1,verkehrten Nazis/1,,,leichtfertigen/1,,,,,Stiftung/1,,,,,lange/2,erweist/1,veröffentlicht/1,,,,,,,Wie/2
,,,Verlags-Unterhandlungen/1,verstricken Europa/1,,,lenken/1,,,,,Stimmung/1,,,,,mer/1,erzählen/1,vorletzten/1,,,,,,,Woche/1
,,,Verlags/2,verurteilt/1,,,liberaler/1,,,,,Stoff/3,,,,,mit/1,fade/1,vorwärts/1,,,,,,,Wohnung/2
,,,Verlagsangelegenheiten/1,vorzeigen/1,,,materiellen/1,,,,,Stueck/1,,,,,morgen/2,fand/2,warte/1,,,,,,,Worte/1
,,,Verlagsfrage/1,wirken/1,,,nationalistischen/1,,,,,Stuecke/1,,,,,nach/14,fatal/1,zu schreiben/1,,,,,,,Wunsch/1
,,,Verlagsgründung/1,zurückkam/1,,,nicht-kommunistischen/1,,,,,Szene/1,,,,,nachgeschickt/1,feiner/1,Übersetzung/1,,,,,,,Zeit/1
,,,Verlagsunternehmen/1,öffentlich/1,,,nicht-nationalistischen/1,,,,,Szenik/1,,,,,nächste Woche/1,finde/1,übersetzt/3,,,,,,,Zirkel/1
,,,Verleger/8,überzeugten Bolschewiken/1,,,niedergeschien/1,,,,,Thomas Manns/1,,,,,paar Monate/1,frech/1,übersetzer/1,,,,,,,Zusammensein/1
,,,Verlegerfesseln/2,Übergang/1,,,politisch/1,,,,,Thomas Mannschen/1,,,,,reisen/2,freundlich/1,,,,,,,,abholt/1
,,,Verlegern/2,,,,politische/1,,,,,Titel/1,,,,,reservirt/2,fände/1,,,,,,,,allein/2
,,,Vertrag/2,,,,pro/1,,,,,Titeln/1,,,,,sein/1,gefällt/3,,,,,,,,alles Liebe/1
,,,Vertreter/1,,,,quantitativen/1,,,,,Titels/1,,,,,trafen/1,geglückt/1,,,,,,,,am Herzen liegt/1
,,,Verträge/2,,,,revolutionären/1,,,,,Tragöden-schluss/1,,,,,treffen/2,gekürzt/3,,,,,,,,auszutauschen/1
,,,Verzeichnis/1,,,,räumlich/1,,,,,Tragödie/1,,,,,unternehmen/1,gelesen/1,,,,,,,,bald/1
,,,Veröffentlichung/1,,,,schicksalsmässig/1,,,,,Tschaikowsky/1,,,,,unterwegs/2,gescheiter/1,,,,,,,,bedauere/1
,,,Veröffentlichungen/1,,,,unglücklichen/1,,,,,Uebersetzung/1,,,,,verabschieden/1,gratulieren/1,,,,,,,,bedenken/1
,,,Vlg/1,,,,verboten/1,,,,,Uebersetzungen/1,,,,,verbringen/3,groﬂartig/1,,,,,,,,begeistert/1
,,,Vorabdruck/2,,,,verdreht/1,,,,,Uebersetzungskalamität/1,,,,,verlasse/1,gut/1,,,,,,,,beglückt/1
,,,Vorabdruckerlaubnis/1,,,,verlogen/1,,,,,Unterhaltungsroman/1,,,,,verlassen/3,gute/1,,,,,,,,begruesste/2
,,,Vorrede/1,,,,verpestet/1,,,,,Verfasser/1,,,,,viel Besuch/1,handeln/1,,,,,,,,begrüssen/1
,,,Vorschuss/2,,,,versklavt/1,,,,,Verlag Allert de Lange/1,,,,,warten/1,interessant/1,,,,,,,,beisammen/1
,,,Vortragstournee/1,,,,westliche/1,,,,,Verlag/1,,,,,werden/1,interessante/1,,,,,,,,bekannte/1
,,,Voss/1,,,,zweiten Generation/1,,,,,Verlags-Unterhandlungen/1,,,,,wieder in London/1,interessiert/1,,,,,,,,berichten/1
,,,Weimar-Reihe/1,,,,ändern/1,,,,,Verleger/1,,,,,wieder/1,langweilig/2,,,,,,,,berufliche/1
,,,Werk/4,,,,öffentlich/1,,,,,Veröffentlichungen/1,,,,,zahlen/1,lese/2,,,,,,,,besprachen/1
,,,Werke/1,,,,ökonomisch/1,,,,,Vorabdrucks/1,,,,,zurueckkommen/1,lieber/1,,,,,,,,besserem Kontakt/1
,,,Werks/1,,,,‹berzeugung/1,,,,,Vortrag/1,,,,,zurück/1,literarische Qualität/1,,,,,,,,besucht/1
,,,Wortbruch/1,,,,,,,,,Weimar-Reihe/1,,,,,zurückkehren/1,literarische/1,,,,,,,,besuchten/2
,,,Zustand/1,,,,,,,,,Werk/1,,,,,,literarischen/2,,,,,,,,bewundere/1
,,,abgeschlossen/1,,,,,,,,,Werken/1,,,,,,literatische/1,,,,,,,,bringst/1
,,,abschließen/1,,,,,,,,,Widmung/1,,,,,,lobe/1,,,,,,,,charmant/1
,,,beurteilen/1,,,,,,,,,Witwe Bosca/3,,,,,,miserabel/1,,,,,,,,danke ihnen/1
,,,bezahle/1,,,,,,,,,Wunder in Amerika/1,,,,,,missfiel/1,,,,,,,,danke/1
,,,bibliographisches/1,,,,,,,,,Yaddo/1,,,,,,missglückt/1,,,,,,,,degoutanteste/1
,,,buchhändlerisch/1,,,,,,,,,amerikanischen/1,,,,,,notwendig/1,,,,,,,,denke/1
,,,deutsche/1,,,,,,,,,anfragen/1,,,,,,passend/1,,,,,,,,disputieren/1
,,,deutschen/1,,,,,,,,,artistische/1,,,,,,peinlich/1,,,,,,,,dumme/1
,,,deutscher Autoren/1,,,,,,,,,ausgedruckt/1,,,,,,peripherisch/1,,,,,,,,durcheinander/1
,,,drucken/1,,,,,,,,,bekundet/1,,,,,,prüfen/1,,,,,,,,einander/1
,,,druckt/2,,,,,,,,,biographische/1,,,,,,reizvoll/1,,,,,,,,eingeladen/1
,,,englisch-amerikanische/1,,,,,,,,,book/1,,,,,,representativer/1,,,,,,,,einsam/1
,,,erhalten/1,,,,,,,,,das Buch/1,,,,,,rühme/1,,,,,,,,einverstanden/1
,,,erscheinen/8,,,,,,,,,deutschen Autoren/1,,,,,,schildern/1,,,,,,,,empfinde/1
,,,erscheint/3,,,,,,,,,deutschen Verlag/1,,,,,,schillernden/1,,,,,,,,empfänglich/1
,,,erschienen/3,,,,,,,,,dichterische/1,,,,,,schlecht/1,,,,,,,,erfreuen/1
,,,explizit/1,,,,,,,,,drucken/1,,,,,,schreiben/2,,,,,,,,erfreulich/1
,,,formaler/1,,,,,,,,,druckreif/1,,,,,,schrieben/1,,,,,,,,erkannte/1
,,,frcs/2,,,,,,,,,epischen/1,,,,,,sehr/1,,,,,,,,erleben/1
,,,fremdsprachigen/1,,,,,,,,,erscheinen/1,,,,,,sollte/1,,,,,,,,erreicht/1
,,,geschäftlich/1,,,,,,,,,erscheint/1,,,,,,sympathisch/1,,,,,,,,es/1
,,,geschäftlichen/1,,,,,,,,,erschienen/1,,,,,,todlangweilig/1,,,,,,,,fehlen/2
,,,illustrieren/1,,,,,,,,,erworben/1,,,,,,unepisch/1,,,,,,,,frechen/1
,,,in Druck/1,,,,,,,,,erzählen /1,,,,,,unreifen/1,,,,,,,,freue/3
,,,kaufen/2,,,,,,,,,erzählt/1,,,,,,unwürdiger/1,,,,,,,,freundlich/2
,,,kündigen/1,,,,,,,,,freue/1,,,,,,vielbedeutenden/1,,,,,,,,freundschaftlich/1
,,,lesbar/1,,,,,,,,,gebunden/1,,,,,,vortrefflich/1,,,,,,,,freundschaftliche/2
,,,literarische/1,,,,,,,,,gefallen/1,,,,,,wirkungsvoll/1,,,,,,,,freundschaftlicher/1
,,,neuen Roman/1,,,,,,,,,gekommen/1,,,,,,wunderbar/1,,,,,,,,freut/1
,,,publizieren/1,,,,,,,,,gekürzt/1,,,,,,zufrieden/1,,,,,,,,fühlenden/1
,,,schreiben/3,,,,,,,,,gelesen/2,,,,,,zweideutige/1,,,,,,,,fühlst/1
,,,verkaufen/1,,,,,,,,,handeln/1,,,,,,öden/1,,,,,,,,geantwortet/1
,,,verkauft/1,,,,,,,,,herausgebracht/1,,,,,,überraschenden/1,,,,,,,,gefreut/1
,,,verkaufte/1,,,,,,,,,hermetische Auseinandersetzung/1,,,,,,,,,,,,,,gefühlsmässig/1
,,,verlegt/1,,,,,,,,,historischen Romane/1,,,,,,,,,,,,,,gegenteilig/1
,,,vermitteln/1,,,,,,,,,historischen/1,,,,,,,,,,,,,,geht/2
,,,vorgelegen/1,,,,,,,,,holländischen/1,,,,,,,,,,,,,,gehört/1
,,,zahlt/2,,,,,,,,,illustrieren/1,,,,,,,,,,,,,,gemeinsame/1
,,,Übersetzung/1,,,,,,,,,interessanten/1,,,,,,,,,,,,,,gemeinsamen/1
,,,übersetzen/1,,,,,,,,,kaufen/1,,,,,,,,,,,,,,gemeldet/1
,,,übersetztes/1,,,,,,,,,kleinen Buch/1,,,,,,,,,,,,,,geminsam/1
,,,,,,,,,,,,künstlerisch/1,,,,,,,,,,,,,,gern/2
,,,,,,,,,,,,lesbar/1,,,,,,,,,,,,,,geschrieben/1
,,,,,,,,,,,,lese/4,,,,,,,,,,,,,,gesehen/2
,,,,,,,,,,,,lesen/3,,,,,,,,,,,,,,gewärmt/1
,,,,,,,,,,,,literarisch/1,,,,,,,,,,,,,,glauben/1
,,,,,,,,,,,,literarische/1,,,,,,,,,,,,,,glaubten/1
,,,,,,,,,,,,literarischen/2,,,,,,,,,,,,,,glücklich/1
,,,,,,,,,,,,novel/1,,,,,,,,,,,,,,gut geht/1
,,,,,,,,,,,,prize/1,,,,,,,,,,,,,,gut getan/1
,,,,,,,,,,,,prüfen/1,,,,,,,,,,,,,,herzlich/1
,,,,,,,,,,,,schicken/1,,,,,,,,,,,,,,hier/1
,,,,,,,,,,,,schildern/1,,,,,,,,,,,,,,hoerte/1
,,,,,,,,,,,,schreiben/2,,,,,,,,,,,,,,hoffe/1
,,,,,,,,,,,,schreibt/1,,,,,,,,,,,,,,hoffen/1
,,,,,,,,,,,,schrieb/1,,,,,,,,,,,,,,höre/1
,,,,,,,,,,,,schrieben/3,,,,,,,,,,,,,,hören/1
,,,,,,,,,,,,short Story/1,,,,,,,,,,,,,,ihretwegen/1
,,,,,,,,,,,,sprechen/1,,,,,,,,,,,,,,innere Verbindung/1
,,,,,,,,,,,,unepisch/1,,,,,,,,,,,,,,innigem Vergnügen/1
,,,,,,,,,,,,wirken/1,,,,,,,,,,,,,,kameradschaftlich/1
,,,,,,,,,,,,Übersetzung/1,,,,,,,,,,,,,,kameradschaftliches/1
,,,,,,,,,,,,öffentlich/1,,,,,,,,,,,,,,kennen lernte/1
,,,,,,,,,,,,übersetztes/1,,,,,,,,,,,,,,kennen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,kennt/2
,,,,,,,,,,,,,,,,,,,,,,,,,,kommen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,korrespondiert/2
,,,,,,,,,,,,,,,,,,,,,,,,,,kämen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,leben/1
,,,,,,,,,,,,,,,,,,,,,,,,,,leid/3
,,,,,,,,,,,,,,,,,,,,,,,,,,lieb/2
,,,,,,,,,,,,,,,,,,,,,,,,,,lieben Brief/1
,,,,,,,,,,,,,,,,,,,,,,,,,,lieben/1
,,,,,,,,,,,,,,,,,,,,,,,,,,lieber/3
,,,,,,,,,,,,,,,,,,,,,,,,,,liegt/1
,,,,,,,,,,,,,,,,,,,,,,,,,,meine Gedanken/1
,,,,,,,,,,,,,,,,,,,,,,,,,,meine Lieben/2
,,,,,,,,,,,,,,,,,,,,,,,,,,meinetwegen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,menschlich/2
,,,,,,,,,,,,,,,,,,,,,,,,,,menschliche/1
,,,,,,,,,,,,,,,,,,,,,,,,,,mitkäme/1
,,,,,,,,,,,,,,,,,,,,,,,,,,nach dem Rechten sehen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,nett/2
,,,,,,,,,,,,,,,,,,,,,,,,,,nette/1
,,,,,,,,,,,,,,,,,,,,,,,,,,nicht zumuten/1
,,,,,,,,,,,,,,,,,,,,,,,,,,nimmst/1
,,,,,,,,,,,,,,,,,,,,,,,,,,nützlicher/1
,,,,,,,,,,,,,,,,,,,,,,,,,,persönlich/2
,,,,,,,,,,,,,,,,,,,,,,,,,,privat/1
,,,,,,,,,,,,,,,,,,,,,,,,,,private/1
,,,,,,,,,,,,,,,,,,,,,,,,,,reagieren/1
,,,,,,,,,,,,,,,,,,,,,,,,,,reizend/1
,,,,,,,,,,,,,,,,,,,,,,,,,,reizenden Abend/1
,,,,,,,,,,,,,,,,,,,,,,,,,,reizender/1
,,,,,,,,,,,,,,,,,,,,,,,,,,reizendes/1
,,,,,,,,,,,,,,,,,,,,,,,,,,rät/1
,,,,,,,,,,,,,,,,,,,,,,,,,,rührend/1
,,,,,,,,,,,,,,,,,,,,,,,,,,rührendste/1
,,,,,,,,,,,,,,,,,,,,,,,,,,sagen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,sah/1
,,,,,,,,,,,,,,,,,,,,,,,,,,sahn/1
,,,,,,,,,,,,,,,,,,,,,,,,,,schade/1
,,,,,,,,,,,,,,,,,,,,,,,,,,schreib/1
,,,,,,,,,,,,,,,,,,,,,,,,,,schreiben/1
,,,,,,,,,,,,,,,,,,,,,,,,,,schrieb/2
,,,,,,,,,,,,,,,,,,,,,,,,,,schrieben/1
,,,,,,,,,,,,,,,,,,,,,,,,,,schwer/1
,,,,,,,,,,,,,,,,,,,,,,,,,,schön/1
,,,,,,,,,,,,,,,,,,,,,,,,,,schönen Dank/1
,,,,,,,,,,,,,,,,,,,,,,,,,,sehen/7
,,,,,,,,,,,,,,,,,,,,,,,,,,sentimental/1
,,,,,,,,,,,,,,,,,,,,,,,,,,sprachen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,streite/1
,,,,,,,,,,,,,,,,,,,,,,,,,,subjektiven/1
,,,,,,,,,,,,,,,,,,,,,,,,,,sähen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,telefonisch/1
,,,,,,,,,,,,,,,,,,,,,,,,,,traf/2
,,,,,,,,,,,,,,,,,,,,,,,,,,trafen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,treffen/3
,,,,,,,,,,,,,,,,,,,,,,,,,,treu/1
,,,,,,,,,,,,,,,,,,,,,,,,,,treuen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,trinken/2
,,,,,,,,,,,,,,,,,,,,,,,,,,tue/1
,,,,,,,,,,,,,,,,,,,,,,,,,,unfair/1
,,,,,,,,,,,,,,,,,,,,,,,,,,unfeine/1
,,,,,,,,,,,,,,,,,,,,,,,,,,unfreundliche/1
,,,,,,,,,,,,,,,,,,,,,,,,,,ungerechte/1
,,,,,,,,,,,,,,,,,,,,,,,,,,uns/1
,,,,,,,,,,,,,,,,,,,,,,,,,,unser Schicksal/1
,,,,,,,,,,,,,,,,,,,,,,,,,,unsere Adresse/1
,,,,,,,,,,,,,,,,,,,,,,,,,,unsere Freundin/1
,,,,,,,,,,,,,,,,,,,,,,,,,,unsere/1
,,,,,,,,,,,,,,,,,,,,,,,,,,verabschieden/1
,,,,,,,,,,,,,,,,,,,,,,,,,,vergeben/1
,,,,,,,,,,,,,,,,,,,,,,,,,,vergessen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,verlassen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,verlebten/1
,,,,,,,,,,,,,,,,,,,,,,,,,,verlogen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,vermisst/1
,,,,,,,,,,,,,,,,,,,,,,,,,,vernehmen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,versichert/1
,,,,,,,,,,,,,,,,,,,,,,,,,,verstehe/2
,,,,,,,,,,,,,,,,,,,,,,,,,,verteidigt/2
,,,,,,,,,,,,,,,,,,,,,,,,,,von Herzen gefreut/1
,,,,,,,,,,,,,,,,,,,,,,,,,,von Herzen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,von Ihnen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,von Ihrem/1
,,,,,,,,,,,,,,,,,,,,,,,,,,von einander/1
,,,,,,,,,,,,,,,,,,,,,,,,,,von/1
,,,,,,,,,,,,,,,,,,,,,,,,,,wieder/1
,,,,,,,,,,,,,,,,,,,,,,,,,,wiederzusehen/2
,,,,,,,,,,,,,,,,,,,,,,,,,,wiederzusehn/1
,,,,,,,,,,,,,,,,,,,,,,,,,,wir/2
,,,,,,,,,,,,,,,,,,,,,,,,,,wirkliche Liebe/1
,,,,,,,,,,,,,,,,,,,,,,,,,,wohl/1
,,,,,,,,,,,,,,,,,,,,,,,,,,wortlos/1
,,,,,,,,,,,,,,,,,,,,,,,,,,wunderschönen Ausflug/1
,,,,,,,,,,,,,,,,,,,,,,,,,,wünsche/1
,,,,,,,,,,,,,,,,,,,,,,,,,,wütend/1
,,,,,,,,,,,,,,,,,,,,,,,,,,zum Opfer gefallen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,zurückkehren/1
,,,,,,,,,,,,,,,,,,,,,,,,,,zurückliegenden/1
,,,,,,,,,,,,,,,,,,,,,,,,,,zusammen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,zusammengebracht/1
,,,,,,,,,,,,,,,,,,,,,,,,,,zusammensitzen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,zusammentreffen/1
,,,,,,,,,,,,,,,,,,,,,,,,,,zwischen uns/1
